filename,status,adsorptionUnits_orig,pressureUnits_orig,ads_factor,pres_factor,coherence_fixes
10.1039C3ce40548f.isotherm8,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce40594j.isotherm4,processed,mmol/g,bar,1.0,1.0,
10.1039C3ce40795k.isotherm4,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce40838h.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce40929e.isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce40929e.isotherm7,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce41062e.Isotherm3,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ce41119b.isotherm9,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c3ce41428k.Isotherm3,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3dt32846e.isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3dt50896j.isotherm12,processed,mmol/g,bar,1.0,1.0,
10.1039C3dt50896j.isotherm2,processed,mmol/g,bar,1.0,1.0,
10.1039C3ee41166d.Isotherm20,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c3sc52633j.Isotherm12,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c3sc52633j.Isotherm13,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c3sc52633j.Isotherm14,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C3ta11548h.isotherm17,processed,mmol/g,bar,1.0,1.0,cm3->mmol
10.1039C3ta11548h.isotherm18,processed,mmol/g,bar,1.0,1.0,cm3->mmol
10.1039C3ta11840a.Isotherm6,processed,mmol/g,bar,0.6233248145608677,1.0,cm3->mmol
10.1039C3ta12391j.isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4cc00334a.Isotherm9,processed,mmol/g,bar,0.6233248145608677,1.0,
10.1039C4cc00375f.Isotherm13,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4cc05833j.Isotherm2,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4cc10002f.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ce00279b.Isotherm11,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ce00279b.Isotherm13,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ce00279b.Isotherm15,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4ce02154a.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4dt00230j.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4dt00230j.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4dt02300e.Isotherm21,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4dt02300e.Isotherm27,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4dt02481h.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4dt02481h.Isotherm7,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4dt03594a.Isotherm13,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4dt03594a.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ra12432d.Isotherm3,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm22,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm23,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm24,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm25,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm26,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01798f.Isotherm27,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039C4ta01900h.Isotherm3,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c4ta03992k.Isotherm17,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta03992k.Isotherm18,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta03992k.Isotherm19,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta03992k.Isotherm20,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta03992k.Isotherm21,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta03992k.Isotherm22,processed,mmol/g,bar,1.0,1.0,
10.1039c4ta07115h.Isotherm18,processed,mmol/g,bar,1.0,1.0,
10.1039c5cc01281c.Isotherm5,processed,mmol/g,bar,1.0,1.0,
10.1039c5cc01281c.Isotherm6,processed,mmol/g,bar,1.0,1.0,
10.1039c5ce00015g.Isotherm4,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ce00612k.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ce00612k.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ce00762c.Isotherm3,processed,mmol/g,bar,1.0,1.0,
10.1039c5ce01047k.Isotherm4,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ce01047k.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5dt00421g.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5dt00421g.Isotherm7,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5dt01770j.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5dt01770j.Isotherm8,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ra02756j.Isotherm5,processed,mmol/g,bar,0.6233248145608677,1.0,
10.1039c5sc00614g.Isotherm6,processed,mmol/g,bar,1.0,1.0,
10.1039c5ta00720h.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c5ta03493k.Isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c6dt02150f.Isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c6ra12280a.Isotherm10,processed,mmol/g,bar,1.0,1.0,
10.1039c6ra12280a.Isotherm12,processed,mmol/g,bar,1.0,1.0,
10.1039c6ra12280a.Isotherm7,processed,mmol/g,bar,1.0,1.0,
10.1039c6ra12280a.Isotherm9,processed,mmol/g,bar,1.0,1.0,
10.1039c7dt03255b.Isotherm1,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c7ta01179b.Isotherm12,processed,mmol/g,bar,0.0446149727848666,1.0,
10.1039c7ta01179b.Isotherm8,processed,mmol/g,bar,0.0446149727848666,1.0,
10.108001496390802282347.Isotherm82,processed,mmol/g,bar,1.0,1.0,
10.1107S205252061501584x.Isotherm4,processed,mmol/g,bar,0.0446149727848666,1.0,
10.11552015439382.Isotherm13,processed,mmol/g,bar,1.0,1.0,
10.1504ijnt.2015.067898.Isotherm2,processed,mmol/g,bar,0.0446149727848666,1.0,
10.3969j.issn.1001-4861.2013.00.200.isotherm11,processed,mmol/g,bar,0.0446149727848666,1.0,
10.3969j.issn.1001-4861.2013.00.200.isotherm5,processed,mmol/g,bar,0.0446149727848666,1.0,
10.3969j.issn.1001-4861.2013.00.200.isotherm6,processed,mmol/g,bar,0.0446149727848666,1.0,
